Roll No,Course Code,Slot,Inst name
78230650,CS502,A,Dr. I. Vinod Kumar Reddy
78230650,CS550,B,Dr. Rajesh Kumar Mundotiya
78230650,CS554,M,Dr. Souradyuti Paul
78230650,DS510,"P12, O",Dr. Soumajit Pramanik
78230650,LA365,K3,Dr. Anindita Ghosh
78230650,PH506,D,Dr. Sabyasachi Ghosh
78230650,TP624,J23,Dr. Rajkumar Eslavath
78230660,AA102,NA,Dr. Purnendu Das
78230660,CS559,A,Dr. Gaganraj Gupta
78230660,CS607,D,Dr. Sk Subidh Ali
78230660,EE352,V23,Dr. Sreejith T. V
78230660,EE353,R23,Dr. Nikhil Chander
78230660,EE371,NA,Dr. Avishek Adhikary
78230660,EE499,NA,DUGC_EE
78230660,EE573,H,Dr. Avishek Adhikary
78230660,LA365,K3,Dr. Anindita Ghosh
78230660,TP624,J23,Dr. Rajkumar Eslavath
78230670,AA102,NA,Dr. Purnendu Das
78230670,CS516,C,Dr. Vishwesh Jatala
78230670,CS550,B,Dr. Rajesh Kumar Mundotiya
78230670,CS554,M,Dr. Souradyuti Paul
78230670,DS510,"P12, O",Dr. Soumajit Pramanik
78230670,LA365,K3,Dr. Anindita Ghosh
78230670,PH506,D,Dr. Sabyasachi Ghosh
78230670,TP624,J23,Dr. Rajkumar Eslavath
78230680,LA365,K3,Dr. Anindita Ghosh
78230680,ME334,B,Dr. Anshul faye
78230680,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78230680,ME413,C,Dr. Udayraj
78230680,ME652,A,Dr. Soumya Gangopadhyay
78230680,PH506,D,Dr. Sabyasachi Ghosh
78230680,TP624,J23,Dr. Rajkumar Eslavath
78230690,AA102,NA,Dr. Purnendu Das
78230690,CS516,C,Dr. Vishwesh Jatala
78230690,CS550,B,Dr. Rajesh Kumar Mundotiya
78230690,CS554,M,Dr. Souradyuti Paul
78230690,DS510,"P12, O",Dr. Soumajit Pramanik
78230690,LA365,K3,Dr. Anindita Ghosh
78230690,PH506,D,Dr. Sabyasachi Ghosh
78230690,TP624,J23,Dr. Rajkumar Eslavath
78230700,AA102,NA,Dr. Purnendu Das
78230700,EE204,B,Dr. Nikhil Chander
78230700,EE352,V23,Dr. Sreejith T. V
78230700,EE353,R23,Dr. Nikhil Chander
78230700,EE371,NA,Dr. Avishek Adhikary
78230700,EE572,D,Dr. Avishek Adhikary
78230700,EE573,H,Dr. Avishek Adhikary
78230700,IC152,"C, H2 ",Dr. Pawan Kumar Mishra
78230700,IC250,I3,Dr. Arup Mukhurjee
78230700,LA303,K1,Ms. Hao Yu Lu
78230700,LA327,K2,Dr. Sruthi Vinayan
78230700,LA346,J3,Dr. Rekha Ravindran
78230710,AA103,NA,Dr. Pawan Kumar Mishra
78230710,CS300,I,Dr. Amit Kumar Dhar
78230710,CS516,C,Dr. Vishwesh Jatala
78230710,CS554,M,Dr. Souradyuti Paul
78230710,DS200,E,Dr. Subhajit Sidhanta
78230710,PH506,D,Dr. Sabyasachi Ghosh
78230710,TP624,J23,Dr. Rajkumar Eslavath
78230720,AA102,NA,Dr. Purnendu Das
78230720,CS254,A23,Dr. Souradyuti Paul
78230720,CS554,M,Dr. Souradyuti Paul
78230720,EE352,V23,Dr. Sreejith T. V
78230720,EE353,R23,Dr. Nikhil Chander
78230720,EE371,NA,Dr. Avishek Adhikary
78230720,EE572,D,Dr. Avishek Adhikary
78230720,EE573,H,Dr. Avishek Adhikary
78230720,TP624,J23,Dr. Rajkumar Eslavath
78230730,AA102,NA,Dr. Purnendu Das
78230730,CS250,C12,Dr. Dhiman Saha
78230730,CS251,D23,Dr. Vishwesh Jatala
78230730,CS252,E12,Dr. I. Vinod Kumar Reddy
78230730,CS253,C3,Dr. Barun Gorain
78230730,CS254,A23,Dr. Souradyuti Paul
78230730,CS550,B,Dr. Rajesh Kumar Mundotiya
78230730,CS554,M,Dr. Souradyuti Paul
78230730,IC251,"I12, H1",Dr. Rukmankesh
78230740,AA102,NA,Dr. Purnendu Das
78230740,CS559,A,Dr. Gaganraj Gupta
78230740,ME334,B,Dr. Anshul faye
78230740,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78230740,ME413,C,Dr. Udayraj
78230740,ME615,L,Dr. Nagesh Debidas Patil
78230740,TP624,J23,Dr. Rajkumar Eslavath
78230750,AA103,NA,Dr. Pawan Kumar Mishra
78230750,CS550,B,Dr. Rajesh Kumar Mundotiya
78230750,EE352,V23,Dr. Sreejith T. V
78230750,EE353,R23,Dr. Nikhil Chander
78230750,EE371,NA,Dr. Avishek Adhikary
78230750,EE572,D,Dr. Avishek Adhikary
78230750,EE573,H,Dr. Avishek Adhikary
78230750,LA305,K12,Dr. Anubhav Pradhan
78230750,LA365,K3,Dr. Anindita Ghosh
78230760,AA102,NA,Dr. Purnendu Das
78230760,CS550,B,Dr. Rajesh Kumar Mundotiya
78230760,CS554,M,Dr. Souradyuti Paul
78230760,EE352,V23,Dr. Sreejith T. V
78230760,EE353,R23,Dr. Nikhil Chander
78230760,EE371,NA,Dr. Avishek Adhikary
78230760,EE572,D,Dr. Avishek Adhikary
78230760,EE573,H,Dr. Avishek Adhikary
78230760,TP624,J23,Dr. Rajkumar Eslavath
78230770,AA102,NA,Dr. Purnendu Das
78230770,CS550,B,Dr. Rajesh Kumar Mundotiya
78230770,EE352,V23,Dr. Sreejith T. V
78230770,EE353,R23,Dr. Nikhil Chander
78230770,EE371,NA,Dr. Avishek Adhikary
78230770,EE573,H,Dr. Avishek Adhikary
78230770,PH506,D,Dr. Sabyasachi Ghosh
78230770,TP624,J23,Dr. Rajkumar Eslavath
78230780,AA102,NA,Dr. Purnendu Das
78230780,CS254,A23,Dr. Souradyuti Paul
78230780,LA365,K3,Dr. Anindita Ghosh
78230780,ME334,B,Dr. Anshul faye
78230780,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78230780,ME413,C,Dr. Udayraj
78230780,ME615,L,Dr. Nagesh Debidas Patil
78230780,PH506,D,Dr. Sabyasachi Ghosh
78230790,AA102,NA,Dr. Purnendu Das
78230790,CS254,A23,Dr. Souradyuti Paul
78230790,CS554,M,Dr. Souradyuti Paul
78230790,EE352,V23,Dr. Sreejith T. V
78230790,EE353,R23,Dr. Nikhil Chander
78230790,EE371,NA,Dr. Avishek Adhikary
78230790,EE572,D,Dr. Avishek Adhikary
78230790,EE573,H,Dr. Avishek Adhikary
78230790,LA365,K3,Dr. Anindita Ghosh
78230790,TP624,J23,Dr. Rajkumar Eslavath
78230800,AA103,NA,Dr. Pawan Kumar Mishra
78230800,LA303,K1,Ms. Hao Yu Lu
78230800,ME334,B,Dr. Anshul faye
78230800,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78230800,ME413,C,Dr. Udayraj
78230800,ME652,A,Dr. Soumya Gangopadhyay
78230800,PH506,D,Dr. Sabyasachi Ghosh
78230800,TP624,J23,Dr. Rajkumar Eslavath
78230820,AA102,NA,Dr. Purnendu Das
78230820,CS300,I,Dr. Amit Kumar Dhar
78230820,CS502,A,Dr. I. Vinod Kumar Reddy
78230820,CS552,E,Dr. Rishi Ranjan Singh
78230820,CS554,M,Dr. Souradyuti Paul
78230820,LA365,K3,Dr. Anindita Ghosh
78230820,TP624,J23,Dr. Rajkumar Eslavath
78230830,AA102,NA,Dr. Purnendu Das
78230830,CS300,I,Dr. Amit Kumar Dhar
78230830,CS554,M,Dr. Souradyuti Paul
78230830,CS559,A,Dr. Gaganraj Gupta
78230830,DS200,E,Dr. Subhajit Sidhanta
78230830,PH506,D,Dr. Sabyasachi Ghosh
78230830,TP624,J23,Dr. Rajkumar Eslavath
78230840,AA102,NA,Dr. Purnendu Das
78230840,CS300,I,Dr. Amit Kumar Dhar
78230840,CS499,NA,DUGC_CSE
78230840,CS502,A,Dr. I. Vinod Kumar Reddy
78230840,CS554,M,Dr. Souradyuti Paul
78230840,CS621,B,Dr. Dhiman Saha
78230840,LA365,K3,Dr. Anindita Ghosh
78230840,TP624,J23,Dr. Rajkumar Eslavath
78230850,AA102,NA,Dr. Purnendu Das
78230850,EE573,H,Dr. Avishek Adhikary
78230850,ME213,D,Dr. Pravesh Chandra Shukla
78230850,ME334,B,Dr. Anshul faye
78230850,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78230850,ME557,E,Dr. Kaushik Bandhopadhyay
78230850,ME652,A,Dr. Soumya Gangopadhyay
78230860,AA102,NA,Dr. Purnendu Das
78230860,CS300,I,Dr. Amit Kumar Dhar
78230860,CS554,M,Dr. Souradyuti Paul
78230860,CS559,A,Dr. Gaganraj Gupta
78230860,CS621,B,Dr. Dhiman Saha
78230860,PH506,D,Dr. Sabyasachi Ghosh
78230860,TP624,J23,Dr. Rajkumar Eslavath
78230870,AA102,NA,Dr. Purnendu Das
78230870,CS254,A23,Dr. Souradyuti Paul
78230870,CS550,B,Dr. Rajesh Kumar Mundotiya
78230870,EE352,V23,Dr. Sreejith T. V
78230870,EE353,R23,Dr. Nikhil Chander
78230870,EE371,NA,Dr. Avishek Adhikary
78230870,EE573,H,Dr. Avishek Adhikary
78230870,LA305,K12,Dr. Anubhav Pradhan
78230870,LA346,J3,Dr. Rekha Ravindran
78230870,PH506,D,Dr. Sabyasachi Ghosh
78230880,CS300,I,Dr. Amit Kumar Dhar
78230880,CS516,C,Dr. Vishwesh Jatala
78230880,CS554,M,Dr. Souradyuti Paul
78230880,CS559,A,Dr. Gaganraj Gupta
78230880,PH506,D,Dr. Sabyasachi Ghosh
78230880,TP624,J23,Dr. Rajkumar Eslavath
78230890,AA102,NA,Dr. Purnendu Das
78230890,CS252,E12,Dr. I. Vinod Kumar Reddy
78230890,CS300,I,Dr. Amit Kumar Dhar
78230890,CS550,B,Dr. Rajesh Kumar Mundotiya
78230890,CS554,M,Dr. Souradyuti Paul
78230890,EE573,H,Dr. Avishek Adhikary
78230890,PH506,D,Dr. Sabyasachi Ghosh
78230900,AA102,NA,Dr. Purnendu Das
78230900,CS300,I,Dr. Amit Kumar Dhar
78230900,CS516,C,Dr. Vishwesh Jatala
78230900,CS554,M,Dr. Souradyuti Paul
78230900,CS559,A,Dr. Gaganraj Gupta
78230900,PH506,D,Dr. Sabyasachi Ghosh
78230900,TP624,J23,Dr. Rajkumar Eslavath
78230910,AA102,NA,Dr. Purnendu Das
78230910,ME334,B,Dr. Anshul faye
78230910,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78230910,ME615,L,Dr. Nagesh Debidas Patil
78230910,ME652,A,Dr. Soumya Gangopadhyay
78230910,PH506,D,Dr. Sabyasachi Ghosh
78230910,TP624,J23,Dr. Rajkumar Eslavath
78230920,AA102,NA,Dr. Purnendu Das
78230920,ME232,A,Dr. Ganesh Kolappan Geetha
78230920,ME334,B,Dr. Anshul faye
78230920,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78230920,ME557,E,Dr. Kaushik Bandhopadhyay
78230920,MT253,F,Dr. Jose Immanuel R
78230920,PH506,D,Dr. Sabyasachi Ghosh
78230930,AA102,NA,Dr. Purnendu Das
78230930,CS300,I,Dr. Amit Kumar Dhar
78230930,CS502,A,Dr. I. Vinod Kumar Reddy
78230930,CS516,C,Dr. Vishwesh Jatala
78230930,CS554,M,Dr. Souradyuti Paul
78230930,PH506,D,Dr. Sabyasachi Ghosh
78230930,TP624,J23,Dr. Rajkumar Eslavath
78230940,AA102,NA,Dr. Purnendu Das
78230940,CS516,C,Dr. Vishwesh Jatala
78230940,CS550,B,Dr. Rajesh Kumar Mundotiya
78230940,CS554,M,Dr. Souradyuti Paul
78230940,DS510,"P12, O",Dr. Soumajit Pramanik
78230940,LA365,K3,Dr. Anindita Ghosh
78230940,PH506,D,Dr. Sabyasachi Ghosh
78230940,TP624,J23,Dr. Rajkumar Eslavath
78230950,AA102,NA,Dr. Purnendu Das
78230950,CS516,C,Dr. Vishwesh Jatala
78230950,CS550,B,Dr. Rajesh Kumar Mundotiya
78230950,CS554,M,Dr. Souradyuti Paul
78230950,DS510,"P12, O",Dr. Soumajit Pramanik
78230950,LA365,K3,Dr. Anindita Ghosh
78230950,PH506,D,Dr. Sabyasachi Ghosh
78230950,TP624,J23,Dr. Rajkumar Eslavath
78230960,AA102,NA,Dr. Purnendu Das
78230960,CS554,M,Dr. Souradyuti Paul
78230960,CS559,A,Dr. Gaganraj Gupta
78230960,EE352,V23,Dr. Sreejith T. V
78230960,EE353,R23,Dr. Nikhil Chander
78230960,EE371,NA,Dr. Avishek Adhikary
78230960,EE572,D,Dr. Avishek Adhikary
78230960,LA365,K3,Dr. Anindita Ghosh
78230960,TP624,J23,Dr. Rajkumar Eslavath
78230970,AA102,NA,Dr. Purnendu Das
78230970,CS300,I,Dr. Amit Kumar Dhar
78230970,CS516,C,Dr. Vishwesh Jatala
78230970,CS554,M,Dr. Souradyuti Paul
78230970,CS559,A,Dr. Gaganraj Gupta
78230970,PH506,D,Dr. Sabyasachi Ghosh
78230970,TP624,J23,Dr. Rajkumar Eslavath
78230980,AA102,NA,Dr. Purnendu Das
78230980,CS300,I,Dr. Amit Kumar Dhar
78230980,CS516,C,Dr. Vishwesh Jatala
78230980,CS554,M,Dr. Souradyuti Paul
78230980,CS621,B,Dr. Dhiman Saha
78230980,PH506,D,Dr. Sabyasachi Ghosh
78230980,TP624,J23,Dr. Rajkumar Eslavath
78230990,AA102,NA,Dr. Purnendu Das
78230990,CS550,B,Dr. Rajesh Kumar Mundotiya
78230990,CS554,M,Dr. Souradyuti Paul
78230990,CS559,A,Dr. Gaganraj Gupta
78230990,DS510,"P12, O",Dr. Soumajit Pramanik
78230990,LA327,K2,Dr. Sruthi Vinayan
78230990,LA365,K3,Dr. Anindita Ghosh
78230990,PH506,D,Dr. Sabyasachi Ghosh
78230990,TP624,J23,Dr. Rajkumar Eslavath
78231000,CS300,I,Dr. Amit Kumar Dhar
78231000,CS516,C,Dr. Vishwesh Jatala
78231000,CS554,M,Dr. Souradyuti Paul
78231000,DS200,E,Dr. Subhajit Sidhanta
78231000,PH506,D,Dr. Sabyasachi Ghosh
78231000,TP624,J23,Dr. Rajkumar Eslavath
78231010,AA102,NA,Dr. Purnendu Das
78231010,EE352,V23,Dr. Sreejith T. V
78231010,EE353,R23,Dr. Nikhil Chander
78231010,EE371,NA,Dr. Avishek Adhikary
78231010,EE572,D,Dr. Avishek Adhikary
78231010,EE573,H,Dr. Avishek Adhikary
78231010,EE604,G,Dr. Sreejith T. V
78231010,LA365,K3,Dr. Anindita Ghosh
78231010,TP624,J23,Dr. Rajkumar Eslavath
78231020,AA102,NA,Dr. Purnendu Das
78231020,EE572,D,Dr. Avishek Adhikary
78231020,LA365,K3,Dr. Anindita Ghosh
78231020,ME334,B,Dr. Anshul faye
78231020,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78231020,ME413,C,Dr. Udayraj
78231020,ME615,L,Dr. Nagesh Debidas Patil
78231020,TP624,J23,Dr. Rajkumar Eslavath
78231030,AA102,NA,Dr. Purnendu Das
78231030,CS300,I,Dr. Amit Kumar Dhar
78231030,CS516,C,Dr. Vishwesh Jatala
78231030,CS554,M,Dr. Souradyuti Paul
78231030,DS200,E,Dr. Subhajit Sidhanta
78231030,PH506,D,Dr. Sabyasachi Ghosh
78231030,TP624,J23,Dr. Rajkumar Eslavath
78231050,ME334,B,Dr. Anshul faye
78231050,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78231050,ME615,L,Dr. Nagesh Debidas Patil
78231050,ME652,A,Dr. Soumya Gangopadhyay
78231050,PH506,D,Dr. Sabyasachi Ghosh
78231050,TP624,J23,Dr. Rajkumar Eslavath
78231060,CS254,A23,Dr. Souradyuti Paul
78231060,CS554,M,Dr. Souradyuti Paul
78231060,EE352,V23,Dr. Sreejith T. V
78231060,EE353,R23,Dr. Nikhil Chander
78231060,EE371,NA,Dr. Avishek Adhikary
78231060,EE572,D,Dr. Avishek Adhikary
78231060,EE573,H,Dr. Avishek Adhikary
78231060,TP624,J23,Dr. Rajkumar Eslavath
78231070,CS300,I,Dr. Amit Kumar Dhar
78231070,CS554,M,Dr. Souradyuti Paul
78231070,CS559,A,Dr. Gaganraj Gupta
78231070,CS621,B,Dr. Dhiman Saha
78231070,PH506,D,Dr. Sabyasachi Ghosh
78231070,TP624,J23,Dr. Rajkumar Eslavath
78231080,AA102,NA,Dr. Purnendu Das
78231080,CS300,I,Dr. Amit Kumar Dhar
78231080,CS502,A,Dr. I. Vinod Kumar Reddy
78231080,CS554,M,Dr. Souradyuti Paul
78231080,DS200,E,Dr. Subhajit Sidhanta
78231080,LA346,J3,Dr. Rekha Ravindran
78231080,PH506,D,Dr. Sabyasachi Ghosh
78231090,AA102,NA,Dr. Purnendu Das
78231090,CS300,I,Dr. Amit Kumar Dhar
78231090,CS516,C,Dr. Vishwesh Jatala
78231090,CS554,M,Dr. Souradyuti Paul
78231090,DS200,E,Dr. Subhajit Sidhanta
78231090,PH506,D,Dr. Sabyasachi Ghosh
78231090,TP624,J23,Dr. Rajkumar Eslavath
78231100,ME334,B,Dr. Anshul faye
78231100,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78231100,ME499,NA,DUGC_ME
78231100,ME615,L,Dr. Nagesh Debidas Patil
78231100,ME652,A,Dr. Soumya Gangopadhyay
78231100,PH506,D,Dr. Sabyasachi Ghosh
78231100,TP624,J23,Dr. Rajkumar Eslavath
78231110,AA102,NA,Dr. Purnendu Das
78231110,CS300,I,Dr. Amit Kumar Dhar
78231110,CS516,C,Dr. Vishwesh Jatala
78231110,CS554,M,Dr. Souradyuti Paul
78231110,DS200,E,Dr. Subhajit Sidhanta
78231110,PH506,D,Dr. Sabyasachi Ghosh
78231110,TP624,J23,Dr. Rajkumar Eslavath
78231120,AA102,NA,Dr. Purnendu Das
78231120,CS254,A23,Dr. Souradyuti Paul
78231120,CS550,B,Dr. Rajesh Kumar Mundotiya
78231120,EE352,V23,Dr. Sreejith T. V
78231120,EE353,R23,Dr. Nikhil Chander
78231120,EE371,NA,Dr. Avishek Adhikary
78231120,EE572,D,Dr. Avishek Adhikary
78231120,EE573,H,Dr. Avishek Adhikary
78231120,LA305,K12,Dr. Anubhav Pradhan
78231120,LA346,J3,Dr. Rekha Ravindran
78231130,AA102,NA,Dr. Purnendu Das
78231130,ME232,A,Dr. Ganesh Kolappan Geetha
78231130,ME334,B,Dr. Anshul faye
78231130,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78231130,ME557,E,Dr. Kaushik Bandhopadhyay
78231130,MT253,F,Dr. Jose Immanuel R
78231130,PH506,D,Dr. Sabyasachi Ghosh
78231140,AA102,NA,Dr. Purnendu Das
78231140,CS254,A23,Dr. Souradyuti Paul
78231140,CS550,B,Dr. Rajesh Kumar Mundotiya
78231140,EE352,V23,Dr. Sreejith T. V
78231140,EE353,R23,Dr. Nikhil Chander
78231140,EE371,NA,Dr. Avishek Adhikary
78231140,EE572,D,Dr. Avishek Adhikary
78231140,EE573,H,Dr. Avishek Adhikary
78231140,LA365,K3,Dr. Anindita Ghosh
78231140,TP624,J23,Dr. Rajkumar Eslavath
78231150,AA102,NA,Dr. Purnendu Das
78231150,CS550,B,Dr. Rajesh Kumar Mundotiya
78231150,CS554,M,Dr. Souradyuti Paul
78231150,CS559,A,Dr. Gaganraj Gupta
78231150,DS510,"P12, O",Dr. Soumajit Pramanik
78231150,LA365,K3,Dr. Anindita Ghosh
78231150,PH506,D,Dr. Sabyasachi Ghosh
78231150,TP624,J23,Dr. Rajkumar Eslavath
78231160,AA102,NA,Dr. Purnendu Das
78231160,CS550,B,Dr. Rajesh Kumar Mundotiya
78231160,CS554,M,Dr. Souradyuti Paul
78231160,DS100,NA,Dr. Sk Subidh Ali
78231160,DS510,"P12, O",Dr. Soumajit Pramanik
78231160,LA327,K2,Dr. Sruthi Vinayan
78231160,PH506,D,Dr. Sabyasachi Ghosh
78231160,TP624,J23,Dr. Rajkumar Eslavath
78231170,AA102,NA,Dr. Purnendu Das
78231170,CS300,I,Dr. Amit Kumar Dhar
78231170,CS502,A,Dr. I. Vinod Kumar Reddy
78231170,CS554,M,Dr. Souradyuti Paul
78231170,DS200,E,Dr. Subhajit Sidhanta
78231170,PH506,D,Dr. Sabyasachi Ghosh
78231170,TP624,J23,Dr. Rajkumar Eslavath
78231180,AA102,NA,Dr. Purnendu Das
78231180,CS300,I,Dr. Amit Kumar Dhar
78231180,CS502,A,Dr. I. Vinod Kumar Reddy
78231180,CS552,E,Dr. Rishi Ranjan Singh
78231180,CS554,M,Dr. Souradyuti Paul
78231180,LA365,K3,Dr. Anindita Ghosh
78231180,TP624,J23,Dr. Rajkumar Eslavath
78231190,AA102,NA,Dr. Purnendu Das
78231190,CS250,C12,Dr. Dhiman Saha
78231190,CS559,A,Dr. Gaganraj Gupta
78231190,LA346,J3,Dr. Rekha Ravindran
78231190,ME334,B,Dr. Anshul faye
78231190,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78231190,ME557,E,Dr. Kaushik Bandhopadhyay
78231200,AA102,NA,Dr. Purnendu Das
78231200,CS101,NA,Dr. Rishi Ranjan Singh
78231200,CS102,NA,Dr. Amit Kumar Dhar
78231200,CS254,A23,Dr. Souradyuti Paul
78231200,EE352,V23,Dr. Sreejith T. V
78231200,EE353,R23,Dr. Nikhil Chander
78231200,EE371,NA,Dr. Avishek Adhikary
78231200,EE573,H,Dr. Avishek Adhikary
78231200,LA365,K3,Dr. Anindita Ghosh
78231200,PH506,D,Dr. Sabyasachi Ghosh
78231200,TP624,J23,Dr. Rajkumar Eslavath
78231210,AA102,NA,Dr. Purnendu Das
78231210,CS300,I,Dr. Amit Kumar Dhar
78231210,CS502,A,Dr. I. Vinod Kumar Reddy
78231210,CS550,B,Dr. Rajesh Kumar Mundotiya
78231210,CS554,M,Dr. Souradyuti Paul
78231210,PH506,D,Dr. Sabyasachi Ghosh
78231210,TP624,J23,Dr. Rajkumar Eslavath
78231220,AA102,NA,Dr. Purnendu Das
78231220,CS550,B,Dr. Rajesh Kumar Mundotiya
78231220,CS554,M,Dr. Souradyuti Paul
78231220,EE352,V23,Dr. Sreejith T. V
78231220,EE353,R23,Dr. Nikhil Chander
78231220,EE371,NA,Dr. Avishek Adhikary
78231220,EE573,H,Dr. Avishek Adhikary
78231220,PH506,D,Dr. Sabyasachi Ghosh
78231220,TP624,J23,Dr. Rajkumar Eslavath
78231230,AA102,NA,Dr. Purnendu Das
78231230,ME334,B,Dr. Anshul faye
78231230,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78231230,ME615,L,Dr. Nagesh Debidas Patil
78231230,ME652,A,Dr. Soumya Gangopadhyay
78231230,PH506,D,Dr. Sabyasachi Ghosh
78231230,TP624,J23,Dr. Rajkumar Eslavath
78231240,CS101,NA,Dr. Rishi Ranjan Singh
78231240,CS102,NA,Dr. Amit Kumar Dhar
78231240,CS254,A23,Dr. Souradyuti Paul
78231240,EE352,V23,Dr. Sreejith T. V
78231240,EE353,R23,Dr. Nikhil Chander
78231240,EE371,NA,Dr. Avishek Adhikary
78231240,EE573,H,Dr. Avishek Adhikary
78231240,LA365,K3,Dr. Anindita Ghosh
78231240,PH506,D,Dr. Sabyasachi Ghosh
78231240,TP624,J23,Dr. Rajkumar Eslavath
78231260,AA103,NA,Dr. Pawan Kumar Mishra
78231260,CS252,E12,Dr. I. Vinod Kumar Reddy
78231260,CS300,I,Dr. Amit Kumar Dhar
78231260,CS502,A,Dr. I. Vinod Kumar Reddy
78231260,CS550,B,Dr. Rajesh Kumar Mundotiya
78231260,CS554,M,Dr. Souradyuti Paul
78231260,PH506,D,Dr. Sabyasachi Ghosh
78231270,AA102,NA,Dr. Purnendu Das
78231270,CS559,A,Dr. Gaganraj Gupta
78231270,LA365,K3,Dr. Anindita Ghosh
78231270,ME334,B,Dr. Anshul faye
78231270,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78231270,ME557,E,Dr. Kaushik Bandhopadhyay
78231270,ME633,"L12, L3 ",Dr. Anshul faye
78231270,TP624,J23,Dr. Rajkumar Eslavath
78231290,AA102,NA,Dr. Purnendu Das
78231290,CS516,C,Dr. Vishwesh Jatala
78231290,CS550,B,Dr. Rajesh Kumar Mundotiya
78231290,CS554,M,Dr. Souradyuti Paul
78231290,DS510,"P12, O",Dr. Soumajit Pramanik
78231290,PH506,D,Dr. Sabyasachi Ghosh
78231290,TP624,J23,Dr. Rajkumar Eslavath
78231300,AA102,NA,Dr. Purnendu Das
78231300,CS254,A23,Dr. Souradyuti Paul
78231300,CS516,C,Dr. Vishwesh Jatala
78231300,CS550,B,Dr. Rajesh Kumar Mundotiya
78231300,CS554,M,Dr. Souradyuti Paul
78231300,DS510,"P12, O",Dr. Soumajit Pramanik
78231300,PH506,D,Dr. Sabyasachi Ghosh
78231300,TP624,J23,Dr. Rajkumar Eslavath
78231310,AA102,NA,Dr. Purnendu Das
78231310,EE352,V23,Dr. Sreejith T. V
78231310,EE353,R23,Dr. Nikhil Chander
78231310,EE371,NA,Dr. Avishek Adhikary
78231310,EE572,D,Dr. Avishek Adhikary
78231310,EE573,H,Dr. Avishek Adhikary
78231310,EE575,F,Dr.Shashank Kurm/Dr. Sachin Jain
78231310,LA365,K3,Dr. Anindita Ghosh
78231310,TP624,J23,Dr. Rajkumar Eslavath
78231320,AA102,NA,Dr. Purnendu Das
78231320,CS550,B,Dr. Rajesh Kumar Mundotiya
78231320,EE352,V23,Dr. Sreejith T. V
78231320,EE353,R23,Dr. Nikhil Chander
78231320,EE371,NA,Dr. Avishek Adhikary
78231320,EE573,H,Dr. Avishek Adhikary
78231320,PH506,D,Dr. Sabyasachi Ghosh
78231320,TP624,J23,Dr. Rajkumar Eslavath
78231330,AA102,NA,Dr. Purnendu Das
78231330,CS101,NA,Dr. Rishi Ranjan Singh
78231330,CS102,NA,Dr. Amit Kumar Dhar
78231330,CS254,A23,Dr. Souradyuti Paul
78231330,EE352,V23,Dr. Sreejith T. V
78231330,EE353,R23,Dr. Nikhil Chander
78231330,EE371,NA,Dr. Avishek Adhikary
78231330,EE573,H,Dr. Avishek Adhikary
78231330,LA365,K3,Dr. Anindita Ghosh
78231330,PH506,D,Dr. Sabyasachi Ghosh
78231330,TP624,J23,Dr. Rajkumar Eslavath
78231340,AA102,NA,Dr. Purnendu Das
78231340,CS101,NA,Dr. Rishi Ranjan Singh
78231340,CS102,NA,Dr. Amit Kumar Dhar
78231340,LA303,K1,Ms. Hao Yu Lu
78231340,ME334,B,Dr. Anshul faye
78231340,ME372,Q,"Dr. Purnendu das, Dr. Vijay Shantaram Duryodhan"
78231340,ME652,A,Dr. Soumya Gangopadhyay
78231340,MT253,F,Dr. Jose Immanuel R
78231350,AA102,NA,Dr. Purnendu Das
78231350,CS254,A23,Dr. Souradyuti Paul
78231350,CS550,B,Dr. Rajesh Kumar Mundotiya
78231350,CS554,M,Dr. Souradyuti Paul
78231350,DS200,E,Dr. Subhajit Sidhanta
78231350,DS201,D23,Dr. Anil Kumar Sao
78231350,DS252,D1,Dr. Subhajit Sidhanta
78231350,DS510,"P12, O",Dr. Soumajit Pramanik
78231350,TP624,J23,Dr. Rajkumar Eslavath
78231360,AA102,NA,Dr. Purnendu Das
78231360,CS554,M,Dr. Souradyuti Paul
78231360,CS559,A,Dr. Gaganraj Gupta
78231360,EE352,V23,Dr. Sreejith T. V
78231360,EE353,R23,Dr. Nikhil Chander
78231360,EE371,NA,Dr. Avishek Adhikary
